ConceptA,ConceptB,ChapterDist,PageDist,LineDist,WordDist,Total,LineCount,WordCount,Complexity,Prereq,Avg_ChapterDist,Avg_PageDist,Avg_LineDist,Avg_WordDist,pred,bin_id,match
Algebraic expression,Division (mathematics),-76050,-3631992,0,0,24336,14,1,234,0,-3.125,-149.24358974358975,0.0,0.0,0,37,1
Algebraic expression,Nth root,-7941,-260268,0,208,8424,23,2,285,0,-0.9426638176638177,-30.896011396011396,0.0,104.0,0,38,1
Scalar multiplication,Multiplication,1112,56780,0,-42,276,10,6,-40,0,4.028985507246377,205.7246376811594,0.0,-7.0,1,32,0
Scalar multiplication,Elementary matrix,-1090,-62797,0,1,1554,12,2,-253,0,-0.7014157014157014,-40.409909909909906,0.0,0.5,0,27,1
Scalar multiplication,Vector (mathematics and physics),1752,76650,0,0,468,3,1,-72,0,3.7435897435897436,163.78205128205127,0.0,0.0,0,31,1
Scalar multiplication,Vector field,2840,68942,0,-50,2148,20,2,-352,0,1.3221601489757915,32.09590316573557,0.0,-25.0,0,25,1
Scalar multiplication,Addition,26104,1030846,0,180,6420,17,6,-1064,0,4.066043613707165,160.56791277258566,0.0,30.0,1,11,0
Scalar multiplication,Scalar (mathematics),1752,76650,0,0,468,3,1,-72,0,3.7435897435897436,163.78205128205127,0.0,0.0,0,31,1
Scalar multiplication,Matrix (mathematics),1752,76650,0,0,468,3,1,-72,0,3.7435897435897436,163.78205128205127,0.0,0.0,0,31,1
Scalar multiplication,Work (physics),3912,171483,0,0,1026,6,1,-165,0,3.8128654970760234,167.13742690058479,0.0,0.0,0,29,1
Vector (mathematics and physics),Scalar (mathematics),-9626,-480710,0,0,3120,8,1,38,1,-3.0852564102564104,-154.07371794871796,0.0,0.0,1,33,1
Vector space,Scalar (mathematics),67616,3677204,0,117,27924,26,1,280,1,2.421429594613952,131.6861481163157,0.0,117.0,0,38,0
Scalar (mathematics),Real number,45602,2330000,0,0,11856,6,1,-74,0,3.8463225371120107,196.52496626180837,0.0,0.0,0,31,1
Matrix (mathematics),Elementary matrix,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Matrix (mathematics),Vector (mathematics and physics),-67616,-3677204,0,-117,27924,26,1,-280,0,-2.421429594613952,-131.6861481163157,0.0,-117.0,0,27,1
Matrix (mathematics),Main diagonal,-1032,-47256,0,0,234,1,1,75,0,-4.410256410256411,-201.94871794871796,0.0,0.0,0,34,1
Matrix (mathematics),Square matrix,-3784,-180214,0,0,858,3,1,67,1,-4.410256410256411,-210.03962703962705,0.0,0.0,1,34,1
Matrix (mathematics),Matrix multiplication,1024,150490,0,-208,3588,8,1,32,1,0.2853957636566332,41.94258639910814,0.0,-208.0,1,33,1
Matrix (mathematics),Vector field,-67616,-3677204,0,-117,27924,26,1,-280,0,-2.421429594613952,-131.6861481163157,0.0,-117.0,0,27,1
Matrix (mathematics),Matrix ring,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Matrix (mathematics),Invertible matrix,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Matrix (mathematics),Triangular matrix,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Work (physics),Force,-41742,-2173851,0,-194,20007,269,27,54,0,-2.086369770580297,-108.65452091767881,0.0,-7.185185185185185,0,34,1
Work (physics),Calculus,-30938,-1521971,0,-171,13167,21,3,94,0,-2.3496620338725602,-115.58980785296575,0.0,-57.0,0,34,1
Plane curve,Conic section,-1520,-70492,0,0,352,1,1,-36,0,-4.318181818181818,-200.26136363636363,0.0,0.0,0,32,1
Curve,Plane curve,2168,118365,0,0,2408,18,8,-293,1,0.9003322259136213,49.154900332225914,0.0,0.0,1,27,1
Plane curve,Asymptote,2632,84730,0,0,1424,1,1,-170,0,1.848314606741573,59.50140449438202,0.0,0.0,0,29,1
Plane (geometry),Plane curve,-2168,-118365,0,0,2408,18,8,293,1,-0.9003322259136213,-49.154900332225914,0.0,0.0,1,38,1
Curve,Asymptote,2632,84730,0,0,1424,1,1,-170,1,1.848314606741573,59.50140449438202,0.0,0.0,0,29,0
Asymptote,Polynomial long division,290501,14417447,0,-125,61054,115,4,-165,0,4.7580993874275235,236.14254594293575,0.0,-31.25,0,29,1
Asymptote,Vertical line test,190985,15922953,0,-390,168922,186,28,-771,0,1.1306105776630635,94.26216241815749,0.0,-13.928571428571429,0,17,1
Plane (geometry),Orientation (geometry),-1686,-83112,0,98,1204,8,1,297,1,-1.4003322259136213,-69.0299003322259,0.0,98.0,1,38,1
Geometry,Plane (geometry),-21518,-1153719,0,-448,10535,58,8,-266,1,-2.042524916943522,-109.51295681063122,0.0,-56.0,1,27,1
Plane (geometry),Polar coordinate system,-16377,-758453,0,198,7826,30,2,275,1,-2.092639918221314,-96.9145157168413,0.0,99.0,1,38,1
Plane (geometry),Cartesian coordinate system,-16377,-758453,0,198,7826,30,2,275,1,-2.092639918221314,-96.9145157168413,0.0,99.0,1,38,1
Plane (geometry),Plane curve,-2168,-118365,0,0,2408,18,8,293,1,-0.9003322259136213,-49.154900332225914,0.0,0.0,1,38,1
Plane (geometry),Complex plane,-3252,-179504,0,96,3612,41,12,289,1,-0.9003322259136213,-49.69656699889258,0.0,8.0,1,38,1
Curve,Conic section,-1520,-70492,0,0,352,1,1,-36,1,-4.318181818181818,-200.26136363636363,0.0,0.0,0,32,0
Conic section,Cone,2238,108745,0,-70,396,13,1,35,0,5.651515151515151,274.60858585858585,0.0,-70.0,0,33,1
Polynomial,Homogeneous polynomial,-956,-85051,0,281,686,9,2,-341,1,-1.3935860058309038,-123.98104956268222,0.0,140.5,1,26,1
Polynomial,Zero of a function,-10108,-691016,0,0,3592,1,1,-1794,0,-2.814031180400891,-192.37639198218264,0.0,0.0,0,0,1
Polynomial,Polynomial long division,-956,-85051,0,281,686,9,2,-341,1,-1.3935860058309038,-123.98104956268222,0.0,140.5,1,26,1
Polynomial,Fundamental theorem of algebra,-20,-2590,0,0,20,1,1,-8,0,-1.0,-129.5,0.0,0.0,0,32,1
Polynomial,Slope,-1294,-68321,0,0,346,1,1,-171,0,-3.739884393063584,-197.45953757225433,0.0,0.0,0,29,1
Polynomial,Interval (mathematics),-1028,-51254,0,0,156,1,1,-76,0,-6.589743589743589,-328.55128205128204,0.0,0.0,0,31,1
Polynomial,Function (mathematics),-1028,-51254,0,0,156,1,1,-76,0,-6.589743589743589,-328.55128205128204,0.0,0.0,0,31,1
Polynomial,Natural number,-8962,-459289,0,0,1818,5,1,-907,0,-4.929592959295929,-252.63421342134214,0.0,0.0,0,14,1
Polynomial,Quadratic function,-76,-6844,0,0,72,1,1,-34,0,-1.0555555555555556,-95.05555555555556,0.0,0.0,0,32,1
Polynomial,Quadratic equation,-60,-2334,0,0,80,1,1,-38,0,-0.75,-29.175,0.0,0.0,0,32,1
Polynomial,Integer,-892,-45658,0,0,232,2,1,-114,0,-3.8448275862068964,-196.80172413793105,0.0,0.0,0,30,1
Polynomial,Real number,-834,-40136,0,0,304,3,1,-150,0,-2.7434210526315788,-132.02631578947367,0.0,0.0,0,29,1
Polynomial,Complex number,-868,-49953,0,0,170,1,1,-83,0,-5.105882352941176,-293.8411764705882,0.0,0.0,0,31,1
Polynomial,Nth root,-238,-11351,0,0,54,2,1,-25,0,-4.407407407407407,-210.2037037037037,0.0,0.0,0,32,1
Polynomial,Synthetic division,-52,-5850,0,0,52,1,1,-24,1,-1.0,-112.5,0.0,0.0,1,32,1
Polynomial,Equation solving,-19870,-1036860,0,0,3336,8,1,-1666,0,-5.956235011990407,-310.8093525179856,0.0,0.0,0,0,1
Polynomial,Circle,-656,-39901,0,0,158,1,1,-77,0,-4.151898734177215,-252.5379746835443,0.0,0.0,0,31,1
Polynomial,Equation,-60,-2334,0,0,80,1,1,-38,0,-0.75,-29.175,0.0,0.0,0,32,1
Polynomial,Descartes' rule of signs,-2058,-110564,0,0,424,1,1,-210,0,-4.85377358490566,-260.7641509433962,0.0,0.0,0,28,1
Polynomial,Quadratic formula,-5516,-292365,0,0,942,6,1,-469,0,-5.855626326963907,-310.36624203821657,0.0,0.0,0,23,1
Polynomial,Number,-834,-40136,0,0,304,3,1,-150,0,-2.7434210526315788,-132.02631578947367,0.0,0.0,0,29,1
Polynomial,Division (mathematics),-1028,-51254,0,0,156,1,1,-76,0,-6.589743589743589,-328.55128205128204,0.0,0.0,0,31,1
Polynomial,Subtraction,-360,-19262,0,0,64,1,1,-30,0,-5.625,-300.96875,0.0,0.0,0,32,1
Polynomial,Algebraic expression,-2162,-111888,0,0,624,4,1,-310,0,-3.46474358974359,-179.30769230769232,0.0,0.0,0,26,1
Polynomial,Function composition,-10108,-691016,0,0,3592,1,1,-1794,0,-2.814031180400891,-192.37639198218264,0.0,0.0,0,0,1
Polynomial,Homogeneous polynomial,-956,-85051,0,281,686,9,2,-341,1,-1.3935860058309038,-123.98104956268222,0.0,140.5,1,26,1
Monomial,Polynomial,32,1157,0,0,26,4,1,11,1,1.2307692307692308,44.5,0.0,0.0,1,33,1
Polynomial,Addition,-13412,-709978,0,0,2140,3,1,-1068,0,-6.267289719626168,-331.76542056074766,0.0,0.0,0,11,1
Polynomial,Degree of a polynomial,-956,-85051,0,281,686,9,2,-341,1,-1.3935860058309038,-123.98104956268222,0.0,140.5,1,26,1
Polynomial,Graph of a function,-10108,-691016,0,0,3592,1,1,-1794,0,-2.814031180400891,-192.37639198218264,0.0,0.0,0,0,1
Polynomial,Rational number,-8,1590,0,0,44,1,1,-20,0,-0.18181818181818182,36.13636363636363,0.0,0.0,0,32,1
Polynomial,Linear function,-9530,-504605,0,0,1898,1,1,-947,0,-5.021074815595363,-265.8614330874605,0.0,0.0,0,14,1
Mathematics,Mathematical symbol,-110,-8108,0,-60,78,2,1,77,1,-1.4102564102564104,-103.94871794871794,0.0,-60.0,0,34,0
Monomial,Polynomial,32,1157,0,0,26,4,1,11,1,1.2307692307692308,44.5,0.0,0.0,1,33,1
Binomial,Monomial,7771,384930,0,-99,689,7,3,40,1,11.27866473149492,558.6792452830189,0.0,-33.0,1,33,1
Multiplication,Factorization,1268,52751,0,0,150,1,1,-19,1,8.453333333333333,351.67333333333335,0.0,0.0,1,32,1
Factorization,Real number,-3281,32808,0,0,3800,10,1,-127,0,-0.863421052631579,8.633684210526315,0.0,0.0,0,30,1
Addition,Summation,-74466,-3011634,0,0,9630,9,1,1061,1,-7.732710280373832,-312.73457943925234,0.0,0.0,1,54,1
Summation,Empty sum,19089,751950,0,178,3573,35,9,-388,1,5.342569269521411,210.45340050377834,0.0,19.77777777777778,1,25,1
Plane (geometry),Complex plane,-3252,-179504,0,96,3612,41,12,289,1,-0.9003322259136213,-49.69656699889258,0.0,8.0,1,38,1
Geometry,Complex plane,-21518,-1153719,0,-448,10535,58,8,-266,1,-2.042524916943522,-109.51295681063122,0.0,-56.0,1,27,1
Exponential function,Logarithm,13952,36848,0,118,21552,58,8,1784,0,0.6473645137342242,1.7097253155159613,0.0,14.75,0,63,1
Exponential function,Degree of a polynomial,10108,691016,0,0,3592,1,1,1794,0,2.814031180400891,192.37639198218264,0.0,0.0,0,63,1
Exponential function,Identity (mathematics),-528932,-19076468,0,28,140088,96,4,1718,0,-3.775712409342699,-136.17489006909943,0.0,7.0,0,63,1
Exponential function,Base (exponentiation),-110080,-4954824,0,-1268,244256,439,34,1660,1,-0.4506747019520503,-20.285372723699727,0.0,-37.294117647058826,1,63,1
Exponential function,Graph of a function,45908,4120124,0,-194,71840,329,40,1756,0,0.6390311804008909,57.351391982182626,0.0,-4.85,0,63,1
Exponential function,Natural logarithm,13952,36848,0,118,21552,58,8,1784,0,0.6473645137342242,1.7097253155159613,0.0,14.75,0,63,1
Exponential function,Exponential growth,11696,-23328,0,-265,14368,37,5,1788,0,0.8140311804008908,-1.623608017817372,0.0,-53.0,0,63,1
Function (mathematics),Exponential function,528932,19076468,0,-28,140088,96,4,-1718,1,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,1
Exponential function,Real number,19276,16475088,0,-3343,272992,309,36,1644,0,0.07061012776931191,60.35007619270895,0.0,-92.86111111111111,0,63,1
Exponential function,Slope,-287670,-1579374,0,-1531,310708,162,12,1623,0,-0.9258532126626929,-5.083145590071707,0.0,-127.58333333333333,0,63,1
Exponential function,Addition,-6636196,-267866684,0,31,1921720,2111,26,726,0,-3.4532585392252773,-139.38902857856505,0.0,1.1923076923076923,0,47,1
Exponential function,Scientific notation,20550,1730678,0,0,5388,1,1,1793,0,3.814031180400891,321.209725315516,0.0,0.0,0,63,1
Exponential function,Sine,-1263132,-68801336,0,-732,524432,978,104,1504,0,-2.4085715593251367,-131.1921011685023,0.0,-7.038461538461538,0,63,1
Exponential function,Complex number,-349874,-15489614,0,-86,152660,45,5,1711,0,-2.2918511725402855,-101.46478448840561,0.0,-17.2,0,63,1
Logarithm,Binary logarithm,-170,-12254,0,576,1932,56,12,-149,1,-0.08799171842650104,-6.342650103519669,0.0,48.0,1,30,1
Logarithm,Function (mathematics),-4140,-129060,0,0,936,1,1,-66,0,-4.423076923076923,-137.8846153846154,0.0,0.0,0,31,1
Logarithm,Natural number,-30138,-675942,0,-140,10908,5,1,-897,0,-2.762926292629263,-61.96754675467547,0.0,-140.0,0,15,1
Logarithm,Addition,-52652,-1811708,0,0,12840,12,1,-1058,0,-4.100623052959501,-141.098753894081,0.0,0.0,0,11,1
Logarithm,Integer,-2336,-8540,0,0,1392,1,1,-104,0,-1.6781609195402298,-6.135057471264368,0.0,0.0,0,30,1
Logarithm,Real number,-1052,106960,0,0,1824,1,1,-140,0,-0.5767543859649122,58.64035087719298,0.0,0.0,0,30,1
Logarithm,Complex number,-2998,-105238,0,0,1020,1,1,-73,0,-2.93921568627451,-103.17450980392157,0.0,0.0,0,31,1
Logarithm,Nth root,-726,-6330,0,0,324,1,1,-15,0,-2.240740740740741,-19.537037037037038,0.0,0.0,0,32,1
Logarithm,Equation solving,-75852,-2404776,0,155,20016,20,3,-1656,0,-3.789568345323741,-120.14268585131894,0.0,51.666666666666664,0,0,1
Logarithm,Slope,-3266,-14102,0,0,2076,1,1,-161,0,-1.5732177263969171,-6.792870905587669,0.0,0.0,0,29,1
Logarithm,Scientific notation,114,11502,0,0,36,1,1,9,0,3.1666666666666665,319.5,0.0,0.0,0,33,1
Logarithm,Number,-1052,106960,0,0,1824,1,1,-140,0,-0.5767543859649122,58.64035087719298,0.0,0.0,0,30,1
Logarithm,Degree of a polynomial,52,4576,0,0,24,1,1,10,0,2.1666666666666665,190.66666666666666,0.0,0.0,0,33,1
Logarithm,Identity (mathematics),-4140,-129060,0,0,936,1,1,-66,0,-4.423076923076923,-137.8846153846154,0.0,0.0,0,31,1
Logarithm,Base (exponentiation),-1792,-35896,0,127,1632,25,5,-124,0,-1.0980392156862746,-21.995098039215687,0.0,25.4,0,30,1
Logarithm,Natural logarithm,-170,-12254,0,576,1932,56,12,-149,1,-0.08799171842650104,-6.342650103519669,0.0,48.0,1,30,1
Logarithm,Exponential growth,16,-320,0,0,96,1,1,4,0,0.16666666666666666,-3.3333333333333335,0.0,0.0,0,33,1
Logarithm,Sine,-10708,-465688,0,0,3504,1,1,-280,0,-3.0559360730593608,-132.90182648401827,0.0,0.0,0,27,1
Logarithm,Common logarithm,20,848,0,-9,120,10,2,2,1,0.16666666666666666,7.066666666666666,0.0,-4.5,1,33,1
Degree of a polynomial,Algebraic expression,-2162,-111888,0,0,624,4,1,-310,0,-3.46474358974359,-179.30769230769232,0.0,0.0,0,26,1
Polynomial,Degree of a polynomial,-956,-85051,0,281,686,9,2,-341,1,-1.3935860058309038,-123.98104956268222,0.0,140.5,1,26,1
Degree of a polynomial,Zero of a function,-10108,-691016,0,0,3592,1,1,-1794,0,-2.814031180400891,-192.37639198218264,0.0,0.0,0,0,1
Equality (mathematics),Identity (mathematics),1356,-315738,0,0,7722,9,1,-21,1,0.17560217560217561,-40.88811188811189,0.0,0.0,1,32,1
Base (exponentiation),Nth root,-4196,9026,0,0,3672,2,1,109,0,-1.1427015250544663,2.458061002178649,0.0,0.0,0,35,1
Base (exponentiation),Natural logarithm,1792,35896,0,-127,1632,25,5,124,0,1.0980392156862746,21.995098039215687,0.0,-25.4,0,35,1
Graph of a function,Cartesian coordinate system,-297840,-12841784,0,0,46696,1,1,1770,0,-6.378276511906801,-275.00822340243275,0.0,0.0,0,63,1
Graph of a function,Analytic geometry,-141002,-4310986,0,61,62860,26,1,1761,0,-2.2431116767419663,-68.58075087496023,0.0,61.0,0,63,1
Graph of a function,Quadrant (plane geometry),-2316798,-96276746,0,-1142,540596,182,20,1495,0,-4.285636593685488,-178.09370768559145,0.0,-57.1,0,62,1
Function (mathematics),Graph of a function,528932,19076468,0,-28,140088,96,4,-1718,1,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,1
Logarithm,Natural logarithm,-170,-12254,0,576,1932,56,12,-149,1,-0.08799171842650104,-6.342650103519669,0.0,48.0,1,30,1
Natural logarithm,Inequality (mathematics),-4140,-129060,0,0,936,1,1,-66,0,-4.423076923076923,-137.8846153846154,0.0,0.0,0,31,1
Natural logarithm,Common logarithm,20,848,0,-9,120,10,2,2,0,0.16666666666666666,7.066666666666666,0.0,-4.5,1,33,0
Natural logarithm,Binary logarithm,-170,-12254,0,576,1932,56,12,-149,0,-0.08799171842650104,-6.342650103519669,0.0,48.0,1,30,0
Function (mathematics),Exponential growth,2864,83960,0,0,624,1,1,70,1,4.589743589743589,134.55128205128204,0.0,0.0,1,34,1
Exponential growth,Common logarithm,0,832,0,0,80,1,1,-2,0,0.0,10.4,0.0,0.0,0,32,1
Exponential growth,Natural logarithm,-16,320,0,0,96,1,1,-4,0,-0.16666666666666666,3.3333333333333335,0.0,0.0,0,32,1
Sine,Identity (mathematics),-31138,-113488,0,0,22776,9,1,214,0,-1.3671408500175624,-4.98278890059712,0.0,0.0,0,37,1
Sine,Graph of a function,1263132,68801336,0,732,524432,978,104,-1504,0,2.4085715593251367,131.1921011685023,0.0,7.038461538461538,0,2,1
Trigonometry,Sine,2851,138252,0,915,10804,49,10,-255,1,0.2638837467604591,12.796371714179934,0.0,91.5,1,27,1
Sine,Cartesian coordinate system,-30138,-1091852,0,0,7592,1,1,266,0,-3.969704952581665,-143.81612223393046,0.0,0.0,0,38,1
Sine,Sine wave,-1723,63912,0,-200,9052,135,31,-261,1,-0.19034467520989837,7.060539107379585,0.0,-6.451612903225806,1,27,1
Sine,Real number,110036,8501408,0,275,44384,33,3,140,0,2.4791816870944485,191.54217736121126,0.0,91.66666666666667,0,35,1
Sine,Law of sines,1723,-63912,0,200,9052,135,31,261,1,0.19034467520989837,-7.060539107379585,0.0,6.451612903225806,1,38,1
Product (mathematics),Cross product,-17300,-950465,0,36,6750,132,25,245,1,-2.562962962962963,-140.80962962962963,0.0,1.44,1,37,1
Multiplication,Product (mathematics),6312,267564,0,0,1620,3,1,-264,1,3.8962962962962964,165.16296296296295,0.0,0.0,1,27,1
Product (mathematics),Dot product,-28912,-1461109,0,-159,11070,163,41,229,1,-2.611743450767841,-131.9881662149955,0.0,-3.8780487804878048,1,37,1
Product (mathematics),Product topology,3216,29082,0,-624,21060,20,1,-192,1,0.1527065527065527,1.3809116809116808,0.0,-624.0,1,29,1
Matrix multiplication,Vector (mathematics and physics),-1024,-150490,0,208,3588,8,1,-32,0,-0.2853957636566332,-41.94258639910814,0.0,208.0,0,32,1
Matrix multiplication,Main diagonal,-648,-33657,0,0,138,2,1,43,0,-4.695652173913044,-243.8913043478261,0.0,0.0,0,33,1
Multiplication,Matrix multiplication,1112,56780,0,-42,276,10,6,-40,1,4.028985507246377,205.7246376811594,0.0,-7.0,1,32,1
Matrix (mathematics),Matrix multiplication,1024,150490,0,-208,3588,8,1,32,1,0.2853957636566332,41.94258639910814,0.0,-208.0,1,33,1
Matrix multiplication,Elementary matrix,-56358,-2932447,0,616,11914,107,16,-213,0,-4.730401208662078,-246.13454759106932,0.0,38.5,0,28,1
Algebra,Inequality (mathematics),-1056,-57744,0,0,468,1,1,-72,1,-2.2564102564102564,-123.38461538461539,0.0,0.0,1,31,1
Inequality (mathematics),Domain of a function,1744,83398,0,0,312,1,1,74,0,5.589743589743589,267.30128205128204,0.0,0.0,1,34,0
Logarithm,Common logarithm,20,848,0,-9,120,10,2,2,1,0.16666666666666666,7.066666666666666,0.0,-4.5,1,33,1
Common logarithm,Scientific notation,90,9373,0,0,30,1,1,7,0,3.0,312.43333333333334,0.0,0.0,0,33,1
Even and odd functions,Sine,-7982,-433156,0,0,1752,3,1,-286,0,-4.55593607305936,-247.2351598173516,0.0,0.0,0,27,1
Even and odd functions,Division (mathematics),-2772,-118038,0,0,468,1,1,-72,0,-5.923076923076923,-252.21794871794873,0.0,0.0,0,31,1
Even and odd functions,Real number,-1894,-50792,0,0,912,2,1,-146,0,-2.0767543859649122,-55.69298245614035,0.0,0.0,0,30,1
Even and odd functions,Graph of a function,-23140,-1250480,0,-55,10776,65,6,-1790,0,-2.147364513734224,-116.0430586488493,0.0,-9.166666666666666,0,0,1
Even and odd functions,Domain of a function,-8,362,0,0,24,1,1,2,0,-0.3333333333333333,15.083333333333334,0.0,0.0,0,33,1
Rational number,Binary logarithm,-7342,-825802,0,0,3542,3,1,-139,0,-2.072840203274986,-233.14568040654999,0.0,0.0,0,30,1
Rational number,Sine,-32382,-2310744,0,0,6424,1,1,-270,0,-5.040784557907846,-359.7048567870486,0.0,0.0,0,27,1
Rational number,Real line,-101034,-6305110,0,-103,20878,15,1,-927,0,-4.839256633777182,-301.99779672382414,0.0,-103.0,0,14,1
Rational number,Set-builder notation,78,6580,0,0,66,2,1,19,0,1.1818181818181819,99.6969696969697,0.0,0.0,0,33,1
Rational number,Closed set,-24030,-1464310,0,50,5654,16,1,-235,0,-4.250088432967811,-258.98655818889284,0.0,50.0,0,28,1
Number,Rational number,8566,562336,0,-53,3344,69,2,130,1,2.561602870813397,168.16267942583733,0.0,-26.5,1,35,1
Rational number,Real number,-8566,-562336,0,53,3344,69,2,-130,1,-2.561602870813397,-168.16267942583733,0.0,26.5,1,30,1
Rational number,Division (mathematics),-10996,-625804,0,0,1716,2,1,-56,0,-6.407925407925408,-364.68764568764567,0.0,0.0,0,31,1
Rational number,Nth root,-2510,-146326,0,0,594,9,1,-5,0,-4.225589225589226,-246.34006734006735,0.0,0.0,0,32,1
Rational number,Equation solving,-211898,-12731520,0,0,36696,25,1,-1646,0,-5.774416830172226,-346.94571615434927,0.0,0.0,0,0,1
Equality (mathematics),Linear inequality,116116,4640428,0,-312,74022,46,2,-871,1,1.5686687741482261,62.68984896382157,0.0,-156.0,1,15,1
Linear inequality,Inequality (mathematics),-116116,-4640428,0,312,74022,46,2,871,0,-1.5686687741482261,-62.68984896382157,0.0,156.0,0,50,1
Identity matrix,Main diagonal,-1362,-47835,0,-181,297,6,1,96,0,-4.585858585858586,-161.06060606060606,0.0,-181.0,0,34,1
Identity matrix,Elementary matrix,-118477,-4187274,0,206,25641,85,10,-160,0,-4.620607620607621,-163.3038493038493,0.0,20.6,0,29,1
Angle,Right angle,320,77672,0,130,7296,67,8,-904,1,0.043859649122807015,10.645833333333334,0.0,16.25,1,14,1
Right angle,Right triangle,920,61569,0,77,2184,18,2,-265,1,0.42124542124542125,28.190934065934066,0.0,38.5,1,27,1
Geometry,Right angle,-264,-25947,0,-50,280,1,1,27,1,-0.9428571428571428,-92.66785714285714,0.0,-50.0,1,33,1
Angle,Perpendicular,-904,-22276,0,0,608,1,1,-68,1,-1.486842105263158,-36.63815789473684,0.0,0.0,1,31,1
Geometry,Angle,-264,-25947,0,-50,280,1,1,27,1,-0.9428571428571428,-92.66785714285714,0.0,-50.0,1,33,1
Angle,Triangle,920,61569,0,77,2184,18,2,-265,1,0.42124542124542125,28.190934065934066,0.0,38.5,1,27,1
Angle,Right angle,320,77672,0,130,7296,67,8,-904,1,0.043859649122807015,10.645833333333334,0.0,16.25,1,14,1
Angle,Right triangle,920,61569,0,77,2184,18,2,-265,1,0.42124542124542125,28.190934065934066,0.0,38.5,1,27,1
Angle,Rectangle,320,77672,0,130,7296,67,8,-904,1,0.043859649122807015,10.645833333333334,0.0,16.25,1,14,1
Degree (angle),Angle,-320,-77672,0,-130,7296,67,8,904,1,-0.043859649122807015,-10.645833333333334,0.0,-16.25,1,51,1
Triangle,Right triangle,20873,881952,0,-1292,22386,304,82,191,1,0.9324131153399446,39.39748056821227,0.0,-15.75609756097561,1,36,1
Right angle,Right triangle,920,61569,0,77,2184,18,2,-265,1,0.42124542124542125,28.190934065934066,0.0,38.5,1,27,1
Angle,Right triangle,920,61569,0,77,2184,18,2,-265,1,0.42124542124542125,28.190934065934066,0.0,38.5,1,27,1
Derivative,Vector (mathematics and physics),13854,640764,0,0,1638,1,1,-57,0,8.457875457875458,391.1868131868132,0.0,0.0,0,31,1
Constant function,Degree of a polynomial,10108,691016,0,0,3592,1,1,1794,0,2.814031180400891,192.37639198218264,0.0,0.0,0,63,1
Constant function,Zero of a function,79570,9417006,0,1914,576516,532,34,1475,0,0.13801871934170085,16.33433590741627,0.0,56.294117647058826,0,62,1
Constant function,Slope,-287670,-1579374,0,-1531,310708,162,12,1623,0,-0.9258532126626929,-5.083145590071707,0.0,-127.58333333333333,0,63,1
Function (mathematics),Constant function,528932,19076468,0,-28,140088,96,4,-1718,1,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,1
Constant function,Even and odd functions,23140,1250480,0,55,10776,65,6,1790,0,2.147364513734224,116.0430586488493,0.0,9.166666666666666,0,63,1
Constant function,Linear function,-3761694,-125248198,0,-3251,1704404,1126,78,847,0,-2.2070436351944727,-73.48504110527786,0.0,-41.67948717948718,0,49,1
Constant function,Polynomial,10108,691016,0,0,3592,1,1,1794,0,2.814031180400891,192.37639198218264,0.0,0.0,0,63,1
Constant function,Domain of a function,13032,942012,0,-39,7184,52,4,1792,0,1.8140311804008908,131.12639198218264,0.0,-9.75,0,63,1
Linear function,Degree of a polynomial,9530,504605,0,0,1898,1,1,947,0,5.021074815595363,265.8614330874605,0.0,0.0,0,51,1
Linear function,Perpendicular,-177841,-8972350,0,-971,72124,286,24,873,0,-2.4657672896677942,-124.40172480727635,0.0,-40.458333333333336,0,50,1
Linear function,Graph of a function,3761694,125248198,0,3251,1704404,1126,78,-847,0,2.2070436351944727,73.48504110527786,0.0,41.67948717948718,0,16,1
Linear function,Equation,162130,8984617,0,-40,37960,22,4,909,0,4.271074815595363,236.68643308746047,0.0,-10.0,0,51,1
Function (mathematics),Linear function,116116,4640428,0,-312,74022,46,2,-871,1,1.5686687741482261,62.68984896382157,0.0,-156.0,1,15,1
Linear function,Slope,210342,11230018,0,-1276,164177,1253,125,776,0,1.2811904225317796,68.40189551520615,0.0,-10.208,0,48,1
Linear function,Analytic geometry,-1198,162896,0,272,33215,45,3,914,0,-0.0360680415474936,4.904290230317628,0.0,90.66666666666667,1,51,0
Linear function,Linear inequality,261977,14870268,0,-153,137605,348,22,804,1,1.9038334362850187,108.06488136332256,0.0,-6.954545454545454,1,49,1
Linear function,Matrix (mathematics),-116116,-4640428,0,312,74022,46,2,871,0,-1.5686687741482261,-62.68984896382157,0.0,156.0,0,50,1
Linear function,Derivative,-199819,-9045308,0,244,19929,96,13,928,0,-10.026544232023683,-453.87666215063473,0.0,18.76923076923077,0,51,1
Linear function,Real number,328547,19305448,0,-1282,144248,183,19,797,0,2.2776537629637845,133.8351172979868,0.0,-67.47368421052632,0,48,1
